wave(um) flux(mJy) ABmag
1.2769 2.946739e-05 27.727
1.2776 2.959921e-05 27.722
1.2782 2.962982e-05 27.721
1.2788 2.947587e-05 27.726
1.2795 2.950879e-05 27.725
1.2801 2.946254e-05 27.727
1.2807 2.915231e-05 27.738
1.2813 2.903359e-05 27.743
1.2820 2.910019e-05 27.740
1.2826 2.914466e-05 27.739
1.2832 2.939439e-05 27.729
1.2839 2.957509e-05 27.723
1.2845 2.947840e-05 27.726
1.2851 2.953225e-05 27.724
1.2858 2.949783e-05 27.726
1.2864 2.916456e-05 27.738
1.2870 2.913324e-05 27.739
1.2876 2.919120e-05 27.737
1.2883 2.892280e-05 27.747
1.2889 2.860294e-05 27.759
1.2895 2.823620e-05 27.773
1.2902 2.787738e-05 27.787
1.2908 2.793887e-05 27.784
1.2914 2.820267e-05 27.774
1.2921 2.839064e-05 27.767
1.2927 2.863272e-05 27.758
1.2933 2.865430e-05 27.757
1.2939 2.837549e-05 27.768
1.2946 2.824085e-05 27.773
1.2952 2.836756e-05 27.768
1.2958 2.855363e-05 27.761
1.2965 2.871303e-05 27.755
1.2971 2.844725e-05 27.765
1.2977 2.752240e-05 27.801
1.2984 2.701732e-05 27.821
1.2990 2.771847e-05 27.793
1.2996 2.854979e-05 27.761
1.3002 2.894906e-05 27.746
1.3009 2.885842e-05 27.749
1.3015 2.844027e-05 27.765
1.3021 2.848291e-05 27.764
1.3028 2.879647e-05 27.752
1.3034 2.839356e-05 27.767
1.3040 2.801264e-05 27.782
1.3047 2.833194e-05 27.769
1.3053 2.856009e-05 27.761
1.3059 2.870180e-05 27.755
1.3066 2.897667e-05 27.745
1.3072 2.924722e-05 27.735
1.3078 2.934792e-05 27.731
1.3084 2.886211e-05 27.749
1.3091 2.829632e-05 27.771
1.3097 2.844728e-05 27.765
1.3103 2.887893e-05 27.749
1.3110 2.920034e-05 27.737
1.3116 2.958125e-05 27.722
1.3122 2.972740e-05 27.717
1.3129 2.957024e-05 27.723
1.3135 2.944799e-05 27.727
1.3141 2.918276e-05 27.737
1.3147 2.903692e-05 27.743
1.3154 2.938548e-05 27.730
1.3160 2.935583e-05 27.731
1.3166 2.875998e-05 27.753
1.3173 2.848801e-05 27.763
1.3179 2.851941e-05 27.762
1.3185 2.849342e-05 27.763
1.3192 2.857639e-05 27.760
1.3198 2.845956e-05 27.764
1.3204 2.781152e-05 27.789
1.3210 2.756588e-05 27.799
1.3217 2.809015e-05 27.779
1.3223 2.841863e-05 27.766
1.3229 2.823599e-05 27.773
1.3236 2.761776e-05 27.797
1.3242 2.708824e-05 27.818
1.3248 2.734341e-05 27.808
1.3255 2.774660e-05 27.792
1.3261 2.761795e-05 27.797
1.3267 2.754242e-05 27.800
1.3273 2.783086e-05 27.789
1.3280 2.827411e-05 27.772
1.3286 2.876147e-05 27.753
1.3292 2.894306e-05 27.746
1.3299 2.890449e-05 27.748
1.3305 2.897967e-05 27.745
1.3311 2.886923e-05 27.749
1.3317 2.862178e-05 27.758
1.3324 2.871172e-05 27.755
1.3330 2.891113e-05 27.747
1.3336 2.886211e-05 27.749
1.3343 2.862200e-05 27.758
1.3349 2.855402e-05 27.761
1.3355 3.262254e-05 27.616
1.3362 4.414546e-05 27.288
1.3368 4.294569e-05 27.318
1.3374 3.354425e-05 27.586
1.3380 2.914136e-05 27.739
1.3387 2.870009e-05 27.755
1.3393 2.830418e-05 27.770
1.3399 2.797476e-05 27.783
1.3406 2.808037e-05 27.779
1.3412 2.826148e-05 27.772
1.3418 2.812371e-05 27.777
1.3425 2.772628e-05 27.793
1.3431 2.786826e-05 27.787
1.3437 2.859972e-05 27.759
1.3443 2.892436e-05 27.747
1.3450 2.868395e-05 27.756
1.3456 2.847205e-05 27.764
1.3462 2.842005e-05 27.766
1.3469 2.847577e-05 27.764
1.3475 2.838872e-05 27.767
1.3481 2.784812e-05 27.788
1.3488 2.752240e-05 27.801
1.3494 2.764786e-05 27.796
1.3500 2.766166e-05 27.795
1.3506 2.754327e-05 27.800
1.3513 2.753812e-05 27.800
1.3519 2.784359e-05 27.788
1.3525 2.854843e-05 27.761
1.3532 2.945298e-05 27.727
1.3538 2.989689e-05 27.711
1.3544 2.960394e-05 27.722
1.3551 2.903450e-05 27.743
1.3557 2.845475e-05 27.765
1.3563 2.816335e-05 27.776
1.3570 2.837022e-05 27.768
1.3576 2.868952e-05 27.756
1.3582 2.892677e-05 27.747
1.3588 2.933009e-05 27.732
1.3595 2.957884e-05 27.723
1.3601 2.937368e-05 27.730
1.3607 2.934204e-05 27.731
1.3614 2.939766e-05 27.729
1.3620 2.937345e-05 27.730
1.3626 2.963276e-05 27.721
1.3633 2.966426e-05 27.719
1.3639 2.929656e-05 27.733
1.3645 2.900925e-05 27.744
1.3651 2.864305e-05 27.757
1.3658 2.826038e-05 27.772
1.3664 2.792671e-05 27.785
1.3670 2.729363e-05 27.810
1.3677 2.708599e-05 27.818
1.3683 2.796353e-05 27.784
1.3689 2.893712e-05 27.746
1.3696 2.911235e-05 27.740
1.3702 2.880668e-05 27.751
1.3708 2.828314e-05 27.771
1.3714 2.798265e-05 27.783
1.3721 2.827110e-05 27.772
1.3727 2.864102e-05 27.758
1.3733 2.882144e-05 27.751
1.3740 2.879530e-05 27.752
1.3746 2.833136e-05 27.769
1.3752 2.809597e-05 27.778
1.3759 2.867916e-05 27.756
1.3765 2.917802e-05 27.737
1.3771 2.926337e-05 27.734
1.3777 2.954121e-05 27.724
1.3784 2.984730e-05 27.713
1.3790 2.991482e-05 27.710
1.3796 3.006018e-05 27.705
1.3803 3.010510e-05 27.703
1.3809 3.003591e-05 27.706
1.3815 3.021764e-05 27.699
1.3821 3.016514e-05 27.701
1.3828 2.976822e-05 27.716
1.3834 2.973554e-05 27.717
1.3840 2.977899e-05 27.715
1.3847 2.942881e-05 27.728
1.3853 2.931062e-05 27.732
1.3859 2.948897e-05 27.726
1.3866 2.965319e-05 27.720
1.3872 2.971272e-05 27.718
1.3878 2.928880e-05 27.733
1.3884 2.862316e-05 27.758
1.3891 2.858247e-05 27.760
1.3897 2.896629e-05 27.745
1.3903 2.898509e-05 27.745
1.3910 2.890042e-05 27.748
1.3916 2.912421e-05 27.739
1.3922 2.932528e-05 27.732
1.3929 2.926979e-05 27.734
1.3935 2.875776e-05 27.753
1.3941 2.804049e-05 27.781
1.3947 2.800054e-05 27.782
1.3954 2.821567e-05 27.774
1.3960 2.814607e-05 27.776
1.3966 2.830113e-05 27.770
1.3973 2.876975e-05 27.753
1.3979 2.938785e-05 27.730
1.3985 2.978040e-05 27.715
1.3992 2.915055e-05 27.738
1.3998 2.822561e-05 27.773
1.4004 2.839714e-05 27.767
1.4010 2.896240e-05 27.745
1.4017 2.918512e-05 27.737
1.4023 2.936272e-05 27.731
1.4029 2.937572e-05 27.730
1.4036 2.923323e-05 27.735
1.4042 2.938684e-05 27.730
1.4048 2.943093e-05 27.728
1.4055 2.929680e-05 27.733
1.4061 2.958241e-05 27.722
1.4067 2.960371e-05 27.722
1.4074 2.909110e-05 27.741
1.4080 2.902951e-05 27.743
1.4086 2.931300e-05 27.732
1.4092 2.949173e-05 27.726
1.4099 2.970749e-05 27.718
1.4105 2.968246e-05 27.719
1.4111 2.942322e-05 27.728
1.4118 2.941862e-05 27.728
1.4124 2.952734e-05 27.724
1.4130 2.959015e-05 27.722
1.4137 2.989997e-05 27.711
1.4143 3.003363e-05 27.706
1.4149 2.987562e-05 27.712
1.4155 2.996234e-05 27.709
1.4162 3.001690e-05 27.707
1.4168 2.984865e-05 27.713
1.4174 2.969503e-05 27.718
1.4181 2.950352e-05 27.725
1.4187 2.957112e-05 27.723
1.4193 2.999492e-05 27.707
1.4200 3.013560e-05 27.702
1.4206 3.001628e-05 27.707
1.4212 3.018908e-05 27.700
1.4218 3.015372e-05 27.702
1.4225 2.972083e-05 27.717
1.4231 2.952507e-05 27.725
1.4237 2.927422e-05 27.734
1.4244 2.889178e-05 27.748
1.4250 2.891282e-05 27.747
1.4256 2.892626e-05 27.747
1.4263 2.885035e-05 27.750
1.4269 2.904528e-05 27.742
1.4275 2.900737e-05 27.744
1.4281 2.885267e-05 27.750
1.4288 2.935133e-05 27.731
1.4294 2.984009e-05 27.713
1.4300 2.964097e-05 27.720
1.4307 2.938714e-05 27.730
1.4313 2.927951e-05 27.734
1.4319 2.928763e-05 27.733
1.4325 2.969937e-05 27.718
1.4332 3.002539e-05 27.706
1.4338 2.996850e-05 27.708
1.4344 2.998889e-05 27.708
1.4351 2.990858e-05 27.711
1.4357 2.974673e-05 27.716
1.4363 2.999934e-05 27.707
1.4370 3.012342e-05 27.703
1.4376 2.983262e-05 27.713
1.4382 2.961443e-05 27.721
1.4388 2.932551e-05 27.732
1.4395 2.905710e-05 27.742
1.4401 2.917206e-05 27.738
1.4407 2.917324e-05 27.738
1.4414 2.910825e-05 27.740
1.4420 2.933539e-05 27.732
1.4426 2.905815e-05 27.742
1.4433 2.863949e-05 27.758
1.4439 2.926766e-05 27.734
1.4445 2.995440e-05 27.709
1.4451 2.998571e-05 27.708
1.4458 2.994309e-05 27.709
1.4464 2.971166e-05 27.718
1.4470 2.918858e-05 27.737
1.4477 2.909059e-05 27.741
1.4483 2.945144e-05 27.727
1.4489 2.966011e-05 27.720
1.4496 2.990062e-05 27.711
1.4502 3.002622e-05 27.706
1.4508 2.992537e-05 27.710
1.4514 3.009155e-05 27.704
1.4521 3.020651e-05 27.700
1.4527 3.014338e-05 27.702
1.4533 3.029090e-05 27.697
1.4540 3.015461e-05 27.702
1.4546 2.952646e-05 27.724
1.4552 2.932058e-05 27.732
1.4559 2.962452e-05 27.721
1.4565 2.996271e-05 27.709
1.4571 3.032591e-05 27.695
1.4578 3.021269e-05 27.700
1.4584 2.953868e-05 27.724
1.4590 2.929695e-05 27.733
1.4596 2.955631e-05 27.723
1.4603 2.967749e-05 27.719
1.4609 2.971711e-05 27.717
1.4615 2.960913e-05 27.721
1.4622 2.928782e-05 27.733
1.4628 2.908851e-05 27.741
1.4634 2.907682e-05 27.741
1.4641 2.925352e-05 27.735
1.4647 2.966473e-05 27.719
1.4653 2.975644e-05 27.716
1.4659 2.956026e-05 27.723
1.4666 2.961540e-05 27.721
1.4672 2.933179e-05 27.732
1.4678 2.853085e-05 27.762
1.4685 2.852062e-05 27.762
1.4691 2.913516e-05 27.739
1.4697 2.946791e-05 27.727
1.4704 2.988808e-05 27.711
1.4710 3.011396e-05 27.703
1.4716 2.985376e-05 27.713
1.4722 2.965256e-05 27.720
1.4729 2.965294e-05 27.720
1.4735 2.982648e-05 27.713
1.4741 3.006175e-05 27.705
1.4748 2.973289e-05 27.717
1.4754 2.924168e-05 27.735
1.4760 2.953397e-05 27.724
1.4767 2.989417e-05 27.711
1.4773 2.985662e-05 27.712
1.4779 3.001385e-05 27.707
1.4785 2.998951e-05 27.708
1.4792 2.966485e-05 27.719
1.4798 2.982151e-05 27.714
1.4804 3.010153e-05 27.704
1.4811 3.002871e-05 27.706
1.4817 3.003588e-05 27.706
1.4823 2.996565e-05 27.708
1.4829 2.982310e-05 27.714
1.4836 3.016713e-05 27.701
1.4842 3.043178e-05 27.692
1.4848 3.031463e-05 27.696
1.4855 3.034682e-05 27.695
1.4861 3.021550e-05 27.699
1.4867 2.989849e-05 27.711
1.4874 2.998538e-05 27.708
1.4880 3.004484e-05 27.706
1.4886 2.994323e-05 27.709
1.4892 3.014203e-05 27.702
1.4899 3.019585e-05 27.700
1.4905 2.995303e-05 27.709
1.4911 2.997554e-05 27.708
1.4918 3.000998e-05 27.707
1.4924 2.987310e-05 27.712
1.4930 2.986204e-05 27.712
1.4937 2.959870e-05 27.722
1.4943 2.921602e-05 27.736
1.4949 2.942173e-05 27.728
1.4955 2.963924e-05 27.720
1.4962 2.960109e-05 27.722
1.4968 2.983376e-05 27.713
1.4974 3.001803e-05 27.707
1.4981 3.001327e-05 27.707
1.4987 3.019318e-05 27.700
1.4993 3.009273e-05 27.704
1.5000 2.966182e-05 27.720
1.5006 2.968082e-05 27.719
1.5012 2.980639e-05 27.714
1.5018 2.966663e-05 27.719
1.5025 2.980437e-05 27.714
1.5031 2.993783e-05 27.709
1.5037 2.989844e-05 27.711
1.5044 3.009196e-05 27.704
1.5050 2.998142e-05 27.708
1.5056 2.963836e-05 27.720
1.5063 2.985884e-05 27.712
1.5069 3.016375e-05 27.701
1.5075 3.024354e-05 27.698
1.5082 3.050978e-05 27.689
1.5088 3.055337e-05 27.687
1.5094 3.029601e-05 27.697
1.5100 3.027398e-05 27.697
1.5107 3.008535e-05 27.704
1.5113 2.984640e-05 27.713
1.5119 3.005424e-05 27.705
1.5126 2.997473e-05 27.708
1.5132 2.973467e-05 27.717
1.5138 3.006602e-05 27.705
1.5145 3.021426e-05 27.699
1.5151 2.993971e-05 27.709
1.5157 2.991219e-05 27.710
1.5163 2.982219e-05 27.714
1.5170 2.961119e-05 27.721
1.5176 2.986222e-05 27.712
1.5182 2.998824e-05 27.708
1.5189 2.985579e-05 27.712
1.5195 3.006925e-05 27.705
1.5201 3.021741e-05 27.699
1.5208 3.002051e-05 27.706
1.5214 2.986049e-05 27.712
1.5220 2.949186e-05 27.726
1.5226 2.922891e-05 27.735
1.5233 2.961614e-05 27.721
1.5239 2.988669e-05 27.711
1.5245 2.990016e-05 27.711
1.5252 3.006334e-05 27.705
1.5258 2.998366e-05 27.708
1.5264 2.992179e-05 27.710
1.5271 3.034171e-05 27.695
1.5277 3.044162e-05 27.691
1.5283 3.004890e-05 27.705
1.5289 2.995413e-05 27.709
1.5296 2.986954e-05 27.712
1.5302 2.964800e-05 27.720
1.5308 2.968541e-05 27.719
1.5315 2.972970e-05 27.717
1.5321 2.979642e-05 27.715
1.5327 3.016868e-05 27.701
1.5333 3.024507e-05 27.698
1.5340 2.993656e-05 27.709
1.5346 3.005884e-05 27.705
1.5352 3.028698e-05 27.697
1.5359 3.030883e-05 27.696
1.5365 3.054147e-05 27.688
1.5371 3.058675e-05 27.686
1.5378 3.040705e-05 27.693
1.5384 3.052503e-05 27.688
1.5390 3.051835e-05 27.689
1.5396 3.028159e-05 27.697
1.5403 3.030652e-05 27.696
1.5409 3.025272e-05 27.698
1.5415 3.016560e-05 27.701
1.5422 3.046841e-05 27.690
1.5428 3.050362e-05 27.689
1.5434 3.009690e-05 27.704
1.5441 2.998131e-05 27.708
1.5447 2.999171e-05 27.707
1.5453 2.989185e-05 27.711
1.5459 2.996040e-05 27.709
1.5466 2.986170e-05 27.712
1.5472 2.966941e-05 27.719
1.5478 2.994426e-05 27.709
1.5485 3.003855e-05 27.706
1.5491 2.965328e-05 27.720
1.5497 2.952125e-05 27.725
1.5504 2.958215e-05 27.722
1.5510 2.957644e-05 27.723
1.5516 2.983547e-05 27.713
1.5522 3.001186e-05 27.707
1.5529 2.988897e-05 27.711
1.5535 2.990233e-05 27.711
1.5541 2.974465e-05 27.716
1.5548 2.960160e-05 27.722
1.5554 2.984360e-05 27.713
1.5560 2.978228e-05 27.715
1.5567 2.946773e-05 27.727
1.5573 2.966902e-05 27.719
1.5579 2.984348e-05 27.713
1.5586 2.967860e-05 27.719
1.5592 2.985874e-05 27.712
1.5598 3.004740e-05 27.705
1.5604 3.004888e-05 27.705
1.5611 3.027809e-05 27.697
1.5617 3.020816e-05 27.700
1.5623 2.988712e-05 27.711
1.5630 3.006361e-05 27.705
1.5636 3.021305e-05 27.700
1.5642 3.015361e-05 27.702
1.5649 3.035281e-05 27.695
1.5655 3.032038e-05 27.696
1.5661 2.999208e-05 27.707
1.5667 3.008219e-05 27.704
1.5674 3.023084e-05 27.699
1.5680 3.011896e-05 27.703
1.5686 3.010296e-05 27.703
1.5693 2.988233e-05 27.711
1.5699 2.960721e-05 27.722
1.5705 2.974675e-05 27.716
1.5712 2.980582e-05 27.714
1.5718 2.977629e-05 27.715
1.5724 3.003513e-05 27.706
1.5730 3.000293e-05 27.707
1.5737 2.972743e-05 27.717
1.5743 2.983145e-05 27.713
1.5749 2.984802e-05 27.713
1.5756 2.962967e-05 27.721
1.5762 2.966329e-05 27.719
1.5768 2.957610e-05 27.723
1.5775 2.931912e-05 27.732
1.5781 2.942674e-05 27.728
1.5787 2.946254e-05 27.727
1.5793 2.933986e-05 27.731
1.5800 2.972812e-05 27.717
1.5806 2.997521e-05 27.708
1.5812 2.981045e-05 27.714
1.5819 2.982590e-05 27.714
1.5825 2.987272e-05 27.712
1.5831 2.986828e-05 27.712
1.5837 3.011543e-05 27.703
1.5844 3.009336e-05 27.704
1.5850 2.978873e-05 27.715
1.5856 2.986454e-05 27.712
1.5863 2.986529e-05 27.712
1.5869 2.968793e-05 27.719
1.5875 2.988593e-05 27.711
1.5882 3.003494e-05 27.706
1.5888 3.004411e-05 27.706
1.5894 3.039059e-05 27.693
1.5900 3.052940e-05 27.688
1.5907 3.036419e-05 27.694
1.5913 3.047770e-05 27.690
1.5919 3.036945e-05 27.694
1.5926 2.999007e-05 27.708
1.5932 2.995371e-05 27.709
1.5938 2.992922e-05 27.710
1.5945 2.982176e-05 27.714
1.5951 3.005547e-05 27.705
1.5957 3.017520e-05 27.701
1.5963 3.016598e-05 27.701
1.5970 3.048609e-05 27.690
1.5976 3.046425e-05 27.691
1.5982 3.011124e-05 27.703
1.5989 3.026231e-05 27.698
1.5995 3.041531e-05 27.692
1.6001 3.022326e-05 27.699
1.6008 3.027902e-05 27.697
1.6014 3.034250e-05 27.695
1.6020 3.033948e-05 27.695
1.6026 3.065754e-05 27.684
1.6033 3.070620e-05 27.682
1.6039 3.038597e-05 27.693
1.6045 3.032304e-05 27.696
1.6052 3.018728e-05 27.700
1.6058 2.998642e-05 27.708
1.6064 3.011633e-05 27.703
1.6071 2.962735e-05 27.721
1.6077 2.844985e-05 27.765
1.6083 2.808271e-05 27.779
1.6090 2.871706e-05 27.755
1.6096 2.940953e-05 27.729
1.6102 3.003446e-05 27.706
1.6108 3.023514e-05 27.699
1.6115 2.997289e-05 27.708
1.6121 2.992267e-05 27.710
1.6127 2.988816e-05 27.711
1.6134 2.976638e-05 27.716
1.6140 2.990185e-05 27.711
1.6146 2.985206e-05 27.713
1.6153 2.961675e-05 27.721
1.6159 2.996488e-05 27.708
1.6165 3.026513e-05 27.698
1.6171 3.011351e-05 27.703
1.6178 2.996671e-05 27.708
1.6184 2.966301e-05 27.719
1.6190 2.939088e-05 27.729
1.6197 2.967666e-05 27.719
1.6203 2.989721e-05 27.711
1.6209 2.984417e-05 27.713
1.6216 3.004173e-05 27.706
1.6222 2.996683e-05 27.708
1.6228 2.962886e-05 27.721
1.6234 2.979909e-05 27.714
1.6241 2.998781e-05 27.708
1.6247 2.991370e-05 27.710
1.6253 3.009593e-05 27.704
1.6260 3.022173e-05 27.699
1.6266 3.011350e-05 27.703
1.6272 3.051577e-05 27.689
1.6279 3.162226e-05 27.650
1.6285 3.140111e-05 27.658
1.6291 3.016227e-05 27.701
1.6297 2.984927e-05 27.713
1.6304 2.979984e-05 27.714
1.6310 2.980486e-05 27.714
1.6316 2.953093e-05 27.724
1.6323 2.919998e-05 27.737
1.6329 2.940109e-05 27.729
1.6335 2.957735e-05 27.723
1.6341 2.961483e-05 27.721
1.6348 2.993926e-05 27.709
1.6354 2.986130e-05 27.712
1.6360 2.944327e-05 27.728
1.6367 2.955681e-05 27.723
1.6373 2.969395e-05 27.718
1.6379 2.952700e-05 27.724
1.6386 2.960862e-05 27.721
1.6392 2.960984e-05 27.721
1.6398 2.925481e-05 27.735
1.6404 2.902158e-05 27.743
1.6411 2.889095e-05 27.748
1.6417 2.896840e-05 27.745
1.6423 2.946091e-05 27.727
1.6430 2.957266e-05 27.723
1.6436 2.939961e-05 27.729
1.6442 2.981108e-05 27.714
1.6449 3.009080e-05 27.704
1.6455 2.992758e-05 27.710
1.6461 3.004942e-05 27.705
1.6467 3.002661e-05 27.706
1.6474 2.962765e-05 27.721
1.6480 2.952912e-05 27.724
1.6486 2.954313e-05 27.724
1.6493 2.959153e-05 27.722
1.6499 2.995025e-05 27.709
1.6505 2.992781e-05 27.710
1.6512 2.931689e-05 27.732
1.6518 2.904942e-05 27.742
1.6524 2.918995e-05 27.737
1.6530 2.943159e-05 27.728
1.6537 2.981212e-05 27.714
1.6543 2.971959e-05 27.717
1.6549 2.935683e-05 27.731
1.6556 2.948660e-05 27.726
1.6562 2.957543e-05 27.723
1.6568 2.953491e-05 27.724
1.6575 2.983070e-05 27.713
1.6581 2.977035e-05 27.716
1.6587 2.945320e-05 27.727
1.6594 2.973094e-05 27.717
1.6600 3.000435e-05 27.707
1.6606 2.983565e-05 27.713
1.6612 2.979194e-05 27.715
1.6619 2.964700e-05 27.720
1.6625 2.945353e-05 27.727
1.6631 2.982496e-05 27.714
1.6638 3.011613e-05 27.703
1.6644 2.981229e-05 27.714
1.6650 2.949856e-05 27.725
1.6657 2.930201e-05 27.733
1.6663 2.907299e-05 27.741
1.6669 2.881213e-05 27.751
1.6675 2.841709e-05 27.766
1.6682 2.844386e-05 27.765
1.6688 2.914292e-05 27.739
1.6694 2.954488e-05 27.724
1.6701 2.949790e-05 27.726
1.6707 2.947606e-05 27.726
1.6713 2.916695e-05 27.738
1.6720 2.882946e-05 27.750
1.6726 2.922019e-05 27.736
1.6732 2.958579e-05 27.722
1.6738 2.968297e-05 27.719
1.6745 3.007238e-05 27.705
1.6751 3.014526e-05 27.702
1.6757 2.958702e-05 27.722
1.6764 2.919937e-05 27.737
1.6770 2.917410e-05 27.738
1.6776 2.949506e-05 27.726
1.6783 2.996380e-05 27.709
1.6789 2.970555e-05 27.718
1.6795 2.912336e-05 27.739
1.6801 2.935359e-05 27.731
1.6808 2.961551e-05 27.721
1.6814 2.946026e-05 27.727
1.6820 2.957487e-05 27.723
1.6827 2.939401e-05 27.729
1.6833 2.894606e-05 27.746
1.6839 2.915559e-05 27.738
1.6845 2.932410e-05 27.732
1.6852 2.934873e-05 27.731
1.6858 2.970723e-05 27.718
1.6864 2.956626e-05 27.723
1.6871 2.897891e-05 27.745
1.6877 2.915459e-05 27.738
1.6883 2.957563e-05 27.723
1.6890 2.955764e-05 27.723
1.6896 2.969406e-05 27.718
1.6902 2.978839e-05 27.715
1.6908 2.963749e-05 27.720
1.6915 2.974559e-05 27.716
1.6921 2.970815e-05 27.718
1.6927 2.959913e-05 27.722
1.6934 3.007492e-05 27.704
1.6940 3.041973e-05 27.692
1.6946 3.037415e-05 27.694
1.6953 3.036805e-05 27.694
1.6959 2.993257e-05 27.710
1.6965 2.932894e-05 27.732
1.6971 2.947835e-05 27.726
1.6978 2.982415e-05 27.714
1.6984 2.990051e-05 27.711
1.6990 2.993054e-05 27.710
1.6997 2.949487e-05 27.726
1.7003 2.901193e-05 27.744
1.7009 2.939243e-05 27.729
1.7016 2.980776e-05 27.714
1.7022 2.968966e-05 27.718
1.7028 2.960008e-05 27.722
1.7034 2.934638e-05 27.731
1.7041 2.903634e-05 27.743
1.7047 2.933140e-05 27.732
1.7053 2.943828e-05 27.728
1.7060 2.924051e-05 27.735
1.7066 2.967236e-05 27.719
1.7072 2.998986e-05 27.708
1.7079 2.995566e-05 27.709
1.7085 3.028381e-05 27.697
1.7091 3.046811e-05 27.690
1.7098 3.032601e-05 27.695
1.7104 3.030400e-05 27.696
1.7110 2.992518e-05 27.710
1.7116 2.936557e-05 27.730
1.7123 2.939849e-05 27.729
1.7129 2.958234e-05 27.722
1.7135 2.970946e-05 27.718
1.7142 2.997287e-05 27.708
1.7148 2.975706e-05 27.716
1.7154 2.950393e-05 27.725
1.7161 2.993426e-05 27.710
1.7167 3.013810e-05 27.702
1.7173 2.986790e-05 27.712
1.7179 2.998579e-05 27.708
1.7186 3.013252e-05 27.702
1.7192 3.004104e-05 27.706
1.7198 3.019999e-05 27.700
1.7205 3.010181e-05 27.704
1.7211 2.976248e-05 27.716
1.7217 2.990060e-05 27.711
1.7224 2.987658e-05 27.712
1.7230 2.959360e-05 27.722
1.7236 2.977773e-05 27.715
1.7242 2.979666e-05 27.715
1.7249 2.955410e-05 27.723
1.7255 2.969804e-05 27.718
1.7261 2.963405e-05 27.721
1.7268 2.947865e-05 27.726
1.7274 2.986020e-05 27.712
1.7280 2.992016e-05 27.710
1.7287 2.958633e-05 27.722
1.7293 2.964280e-05 27.720
1.7299 2.962782e-05 27.721
1.7305 2.938709e-05 27.730
1.7312 2.962312e-05 27.721
1.7318 2.984849e-05 27.713
1.7324 2.978763e-05 27.715
1.7331 3.007147e-05 27.705
1.7337 3.002830e-05 27.706
1.7343 2.958598e-05 27.722
1.7349 2.960129e-05 27.722
1.7356 2.969997e-05 27.718
1.7362 2.973062e-05 27.717
1.7368 3.000173e-05 27.707
1.7375 2.980514e-05 27.714
1.7381 2.941015e-05 27.729
1.7387 2.961597e-05 27.721
1.7394 2.984907e-05 27.713
1.7400 2.994498e-05 27.709
1.7406 3.035956e-05 27.694
1.7412 3.044893e-05 27.691
1.7419 3.010679e-05 27.703
1.7425 2.997550e-05 27.708
1.7431 2.962120e-05 27.721
1.7438 2.930763e-05 27.733
1.7444 2.960505e-05 27.722
1.7450 2.957119e-05 27.723
1.7457 2.950755e-05 27.725
1.7463 3.015284e-05 27.702
1.7469 3.041998e-05 27.692
1.7475 3.014069e-05 27.702
1.7482 3.008459e-05 27.704
1.7488 2.996238e-05 27.709
1.7494 2.998182e-05 27.708
1.7501 3.043927e-05 27.691
1.7507 3.046318e-05 27.691
1.7513 3.009311e-05 27.704
1.7520 3.010625e-05 27.703
1.7526 3.008609e-05 27.704
1.7532 3.002653e-05 27.706
1.7538 3.019500e-05 27.700
1.7545 3.001635e-05 27.707
1.7551 2.983329e-05 27.713
1.7557 3.019600e-05 27.700
1.7564 3.017253e-05 27.701
1.7570 2.966758e-05 27.719
1.7576 2.937331e-05 27.730
1.7583 2.917587e-05 27.737
1.7589 2.931487e-05 27.732
1.7595 2.993319e-05 27.710
1.7602 3.003821e-05 27.706
1.7608 2.987047e-05 27.712
1.7614 3.013330e-05 27.702
1.7620 3.016184e-05 27.701
1.7627 2.996054e-05 27.709
1.7633 3.010184e-05 27.704
1.7639 2.998370e-05 27.708
1.7646 2.961014e-05 27.721
1.7652 2.976367e-05 27.716
1.7658 2.993334e-05 27.710
1.7665 2.989459e-05 27.711
1.7671 2.989776e-05 27.711
1.7677 2.936424e-05 27.730
1.7683 2.881760e-05 27.751
1.7690 2.910504e-05 27.740
1.7696 2.930709e-05 27.733
1.7702 2.912971e-05 27.739
1.7709 2.950393e-05 27.725
1.7715 3.006829e-05 27.705
1.7721 3.032130e-05 27.696
1.7728 3.056103e-05 27.687
1.7734 3.027131e-05 27.697
1.7740 2.979499e-05 27.715
1.7746 2.990741e-05 27.711
1.7753 2.977891e-05 27.715
1.7759 2.928810e-05 27.733
1.7765 2.910948e-05 27.740
1.7772 2.892912e-05 27.747
1.7778 2.899007e-05 27.744
1.7784 2.941948e-05 27.728
1.7791 2.935454e-05 27.731
1.7797 2.905640e-05 27.742
1.7803 2.948973e-05 27.726
1.7809 2.978193e-05 27.715
1.7816 2.957847e-05 27.723
1.7822 2.979514e-05 27.715
1.7828 2.979969e-05 27.714
1.7835 2.922289e-05 27.736
1.7841 2.888045e-05 27.748
1.7847 2.873711e-05 27.754
1.7853 2.895748e-05 27.746
1.7860 2.986960e-05 27.712
1.7866 3.045202e-05 27.691
1.7872 3.042071e-05 27.692
1.7879 3.051230e-05 27.689
1.7885 3.029188e-05 27.697
1.7891 2.992929e-05 27.710
1.7898 3.012426e-05 27.703
1.7904 3.021377e-05 27.699
1.7910 3.000512e-05 27.707
1.7916 3.001415e-05 27.707
1.7923 2.994901e-05 27.709
1.7929 2.977633e-05 27.715
1.7935 2.981427e-05 27.714
1.7942 2.972526e-05 27.717
