wave(um) flux(mJy) ABmag
3.9966 5.258994e-05 27.098
3.9973 5.258821e-05 27.098
3.9979 5.245277e-05 27.101
3.9985 5.308496e-05 27.088
3.9992 5.314402e-05 27.086
3.9998 5.306169e-05 27.088
4.0004 5.364384e-05 27.076
4.0011 5.348849e-05 27.079
4.0017 5.311276e-05 27.087
4.0023 5.356804e-05 27.078
4.0030 5.351504e-05 27.079
4.0036 5.336414e-05 27.082
4.0042 5.383236e-05 27.072
4.0048 5.367746e-05 27.076
4.0055 5.343584e-05 27.080
4.0061 5.390515e-05 27.071
4.0067 5.363508e-05 27.076
4.0074 5.214919e-05 27.107
4.0080 5.332893e-05 27.083
4.0086 5.326957e-05 27.084
4.0092 5.305201e-05 27.088
4.0099 5.364728e-05 27.076
4.0105 5.352552e-05 27.079
4.0111 5.316628e-05 27.086
4.0118 5.351043e-05 27.079
4.0124 5.330713e-05 27.083
4.0130 5.314978e-05 27.086
4.0137 5.365142e-05 27.076
4.0143 5.351472e-05 27.079
4.0149 5.336114e-05 27.082
4.0156 5.375537e-05 27.074
4.0162 5.344937e-05 27.080
4.0168 5.314610e-05 27.086
4.0174 5.361003e-05 27.077
4.0181 5.332073e-05 27.083
4.0187 5.294645e-05 27.090
4.0193 5.350731e-05 27.079
4.0200 5.305736e-05 27.088
4.0206 5.314361e-05 27.086
4.0212 5.364958e-05 27.076
4.0218 5.342928e-05 27.081
4.0225 5.310038e-05 27.087
4.0231 5.335974e-05 27.082
4.0237 5.313258e-05 27.087
4.0244 5.314552e-05 27.086
4.0250 5.375658e-05 27.074
4.0256 5.347340e-05 27.080
4.0263 5.312226e-05 27.087
4.0269 5.242796e-05 27.101
4.0275 5.289589e-05 27.091
4.0282 5.289239e-05 27.092
4.0288 5.365758e-05 27.076
4.0294 5.359416e-05 27.077
4.0300 5.335328e-05 27.082
4.0307 5.383015e-05 27.072
4.0313 5.351948e-05 27.079
4.0319 5.318192e-05 27.086
4.0326 5.350478e-05 27.079
4.0332 5.307176e-05 27.088
4.0338 5.265225e-05 27.096
4.0344 5.328996e-05 27.083
4.0351 5.335260e-05 27.082
4.0357 5.316155e-05 27.086
4.0363 5.369413e-05 27.075
4.0370 5.350331e-05 27.079
4.0376 5.318390e-05 27.086
4.0382 5.362325e-05 27.077
4.0389 5.342696e-05 27.081
4.0395 5.315037e-05 27.086
4.0401 5.355009e-05 27.078
4.0408 5.331062e-05 27.083
4.0414 5.307180e-05 27.088
4.0420 5.349497e-05 27.079
4.0426 5.327713e-05 27.084
4.0433 5.197540e-05 27.111
4.0439 5.321826e-05 27.085
4.0445 5.323541e-05 27.084
4.0452 5.288822e-05 27.092
4.0458 5.313970e-05 27.086
4.0464 5.264010e-05 27.097
4.0470 5.224392e-05 27.105
4.0477 5.287660e-05 27.092
4.0483 5.281081e-05 27.093
4.0489 5.251107e-05 27.099
4.0496 5.288899e-05 27.092
4.0502 5.279388e-05 27.094
4.0508 5.275588e-05 27.094
4.0515 5.328054e-05 27.084
4.0521 5.313794e-05 27.086
4.0527 5.286892e-05 27.092
4.0534 5.325148e-05 27.084
4.0540 5.154156e-05 27.120
4.0546 5.243606e-05 27.101
4.0552 5.333450e-05 27.082
4.0559 5.317151e-05 27.086
4.0565 5.300771e-05 27.089
4.0571 5.342642e-05 27.081
4.0578 5.306820e-05 27.088
4.0584 5.272756e-05 27.095
4.0590 5.318223e-05 27.086
4.0597 5.316816e-05 27.086
4.0603 5.311625e-05 27.087
4.0609 5.355881e-05 27.078
4.0615 5.341637e-05 27.081
4.0622 5.317709e-05 27.086
4.0628 5.347328e-05 27.080
4.0634 5.313416e-05 27.087
4.0641 5.288172e-05 27.092
4.0647 5.329138e-05 27.083
4.0653 5.315595e-05 27.086
4.0659 5.302787e-05 27.089
4.0666 5.354069e-05 27.078
4.0672 5.344828e-05 27.080
4.0678 5.334417e-05 27.082
4.0685 5.375943e-05 27.074
4.0691 5.202758e-05 27.109
4.0697 5.272639e-05 27.095
4.0704 5.349360e-05 27.079
4.0710 5.327373e-05 27.084
4.0716 5.314638e-05 27.086
4.0723 5.378473e-05 27.073
4.0729 5.369548e-05 27.075
4.0735 5.346232e-05 27.080
4.0741 5.398826e-05 27.069
4.0748 5.379050e-05 27.073
4.0754 5.344685e-05 27.080
4.0760 5.378964e-05 27.073
4.0767 5.351747e-05 27.079
4.0773 5.335268e-05 27.082
4.0779 5.390023e-05 27.071
4.0785 5.371143e-05 27.075
4.0792 5.344203e-05 27.080
4.0798 5.393507e-05 27.070
4.0804 5.372694e-05 27.075
4.0811 5.341163e-05 27.081
4.0817 5.386781e-05 27.072
4.0823 5.370119e-05 27.075
4.0830 5.339196e-05 27.081
4.0836 5.258957e-05 27.098
4.0842 5.319846e-05 27.085
4.0849 5.332070e-05 27.083
4.0855 5.382495e-05 27.073
4.0861 5.356970e-05 27.078
4.0867 5.336372e-05 27.082
4.0874 5.379973e-05 27.073
4.0880 5.360353e-05 27.077
4.0886 5.347655e-05 27.080
4.0893 5.391526e-05 27.071
4.0899 5.362153e-05 27.077
4.0905 5.326963e-05 27.084
4.0911 5.357742e-05 27.078
4.0918 5.330337e-05 27.083
4.0924 5.299414e-05 27.089
4.0930 5.346079e-05 27.080
4.0937 5.341997e-05 27.081
4.0943 5.213849e-05 27.107
4.0949 5.330694e-05 27.083
4.0956 5.334060e-05 27.082
4.0962 5.313200e-05 27.087
4.0968 5.331882e-05 27.083
4.0975 5.294897e-05 27.090
4.0981 5.288149e-05 27.092
4.0987 5.343843e-05 27.080
4.0993 5.316948e-05 27.086
4.1000 5.273028e-05 27.095
4.1006 5.300592e-05 27.089
4.1012 5.301656e-05 27.089
4.1019 5.312410e-05 27.087
4.1025 5.365568e-05 27.076
4.1031 5.345898e-05 27.080
4.1037 5.336950e-05 27.082
4.1044 5.394572e-05 27.070
4.1050 5.253603e-05 27.099
4.1056 5.282365e-05 27.093
4.1063 5.368997e-05 27.075
4.1069 5.359292e-05 27.077
4.1075 5.358841e-05 27.077
4.1082 5.429308e-05 27.063
4.1088 5.457997e-05 27.057
4.1094 5.552747e-05 27.039
4.1101 5.937883e-05 26.966
4.1107 6.735086e-05 26.829
4.1113 8.193580e-05 26.616
4.1119 1.014769e-04 26.384
4.1126 1.184707e-04 26.216
4.1132 1.251719e-04 26.156
4.1138 1.181914e-04 26.219
4.1145 1.008063e-04 26.391
4.1151 8.155474e-05 26.621
4.1157 6.721384e-05 26.831
4.1163 5.837174e-05 26.984
4.1170 5.447044e-05 27.060
4.1176 5.364016e-05 27.076
4.1182 5.200796e-05 27.110
4.1189 5.238623e-05 27.102
4.1195 5.305119e-05 27.088
4.1201 5.301742e-05 27.089
4.1208 5.270378e-05 27.095
4.1214 5.247604e-05 27.100
4.1220 5.116192e-05 27.128
4.1227 4.966418e-05 27.160
4.1233 4.991326e-05 27.154
4.1239 5.080749e-05 27.135
4.1245 5.150470e-05 27.120
4.1252 5.217239e-05 27.106
4.1258 5.176512e-05 27.115
4.1264 5.074767e-05 27.136
4.1271 5.034569e-05 27.145
4.1277 5.056121e-05 27.140
4.1283 5.147468e-05 27.121
4.1289 5.249455e-05 27.100
4.1296 5.249512e-05 27.100
4.1302 5.246983e-05 27.100
4.1308 5.298254e-05 27.090
4.1315 5.279966e-05 27.093
4.1321 5.166622e-05 27.117
4.1327 5.294668e-05 27.090
4.1334 5.291685e-05 27.091
4.1340 5.269751e-05 27.096
4.1346 5.316201e-05 27.086
4.1353 5.308195e-05 27.088
4.1359 5.298834e-05 27.090
4.1365 5.318625e-05 27.086
4.1371 5.289498e-05 27.091
4.1378 5.285141e-05 27.092
4.1384 5.318307e-05 27.086
4.1390 5.279084e-05 27.094
4.1397 5.241547e-05 27.101
4.1403 5.280794e-05 27.093
4.1409 5.266081e-05 27.096
4.1415 5.253673e-05 27.099
4.1422 5.299824e-05 27.089
4.1428 5.282247e-05 27.093
4.1434 5.120159e-05 27.127
4.1441 5.292226e-05 27.091
4.1447 5.287839e-05 27.092
4.1453 5.266053e-05 27.096
4.1460 5.314348e-05 27.086
4.1466 5.307292e-05 27.088
4.1472 5.296699e-05 27.090
4.1479 5.334590e-05 27.082
4.1485 5.306793e-05 27.088
4.1491 5.279910e-05 27.093
4.1497 5.289937e-05 27.091
4.1504 5.250963e-05 27.099
4.1510 5.180853e-05 27.114
4.1516 5.302721e-05 27.089
4.1523 5.308550e-05 27.088
4.1529 5.291098e-05 27.091
4.1535 5.309630e-05 27.087
4.1541 5.275744e-05 27.094
4.1548 5.278665e-05 27.094
4.1554 5.331712e-05 27.083
4.1560 5.313763e-05 27.086
4.1567 5.296654e-05 27.090
4.1573 5.322009e-05 27.085
4.1579 5.291974e-05 27.091
4.1586 5.160262e-05 27.118
4.1592 5.293679e-05 27.091
4.1598 5.290568e-05 27.091
4.1604 5.286298e-05 27.092
4.1611 5.317148e-05 27.086
4.1617 5.294596e-05 27.090
4.1623 5.283027e-05 27.093
4.1630 5.316079e-05 27.086
4.1636 5.276958e-05 27.094
4.1642 5.249273e-05 27.100
4.1649 5.291909e-05 27.091
4.1655 5.286995e-05 27.092
4.1661 5.270356e-05 27.095
4.1668 5.286217e-05 27.092
4.1674 5.262175e-05 27.097
4.1680 5.273190e-05 27.095
4.1686 5.317081e-05 27.086
4.1693 5.272480e-05 27.095
4.1699 5.244522e-05 27.101
4.1705 5.286852e-05 27.092
4.1712 5.280466e-05 27.093
4.1718 5.288631e-05 27.092
4.1724 5.336951e-05 27.082
4.1730 5.318680e-05 27.085
4.1737 5.308974e-05 27.087
4.1743 5.347163e-05 27.080
4.1749 5.314719e-05 27.086
4.1756 5.285984e-05 27.092
4.1762 5.315617e-05 27.086
4.1768 5.305943e-05 27.088
4.1775 5.197439e-05 27.111
4.1781 5.315706e-05 27.086
4.1787 5.317001e-05 27.086
4.1794 5.310597e-05 27.087
4.1800 5.349387e-05 27.079
4.1806 5.323135e-05 27.085
4.1812 5.305380e-05 27.088
4.1819 5.329102e-05 27.083
4.1825 5.292828e-05 27.091
4.1831 5.270581e-05 27.095
4.1838 5.295111e-05 27.090
4.1844 5.260633e-05 27.097
4.1850 5.245404e-05 27.101
4.1856 5.303344e-05 27.089
4.1863 5.213283e-05 27.107
4.1869 5.267410e-05 27.096
4.1875 5.315936e-05 27.086
4.1882 5.284366e-05 27.093
4.1888 5.254062e-05 27.099
4.1894 5.290244e-05 27.091
4.1901 5.272271e-05 27.095
4.1907 5.262154e-05 27.097
4.1913 5.305364e-05 27.088
4.1920 5.289988e-05 27.091
4.1926 5.282878e-05 27.093
4.1932 5.316083e-05 27.086
4.1938 5.284688e-05 27.092
4.1945 5.271122e-05 27.095
4.1951 5.317922e-05 27.086
4.1957 5.301846e-05 27.089
4.1964 5.287395e-05 27.092
4.1970 5.314663e-05 27.086
4.1976 5.283060e-05 27.093
4.1982 5.264641e-05 27.097
4.1989 5.295366e-05 27.090
4.1995 5.275881e-05 27.094
4.2001 5.271105e-05 27.095
4.2008 5.300949e-05 27.089
4.2014 5.268480e-05 27.096
4.2020 5.254623e-05 27.099
4.2027 5.291274e-05 27.091
4.2033 5.279689e-05 27.093
4.2039 5.263638e-05 27.097
4.2046 5.278240e-05 27.094
4.2052 5.236086e-05 27.102
4.2058 5.222057e-05 27.105
4.2064 5.280979e-05 27.093
4.2071 5.279507e-05 27.094
4.2077 5.268577e-05 27.096
4.2083 5.292756e-05 27.091
4.2090 5.252654e-05 27.099
4.2096 5.237789e-05 27.102
4.2102 5.292684e-05 27.091
4.2108 5.275437e-05 27.094
4.2115 5.254743e-05 27.099
4.2121 5.293550e-05 27.091
4.2127 5.276837e-05 27.094
4.2134 5.258394e-05 27.098
4.2140 5.279366e-05 27.094
4.2146 5.246773e-05 27.100
4.2153 5.232437e-05 27.103
4.2159 5.276702e-05 27.094
4.2165 5.260617e-05 27.097
4.2172 5.257397e-05 27.098
4.2178 5.309701e-05 27.087
4.2184 5.279538e-05 27.094
4.2190 5.261268e-05 27.097
4.2197 5.306978e-05 27.088
4.2203 5.289983e-05 27.091
4.2209 5.277856e-05 27.094
4.2216 5.307045e-05 27.088
4.2222 5.283104e-05 27.093
4.2228 5.283533e-05 27.093
4.2234 5.322886e-05 27.085
4.2241 5.300601e-05 27.089
4.2247 5.295089e-05 27.090
4.2253 5.264824e-05 27.097
4.2260 5.287440e-05 27.092
4.2266 5.278399e-05 27.094
4.2272 5.312469e-05 27.087
4.2279 5.285604e-05 27.092
4.2285 5.268998e-05 27.096
4.2291 5.305411e-05 27.088
4.2298 5.288680e-05 27.092
4.2304 5.287077e-05 27.092
4.2310 5.328240e-05 27.084
4.2316 5.228296e-05 27.104
4.2323 5.266264e-05 27.096
4.2329 5.313950e-05 27.086
4.2335 5.295031e-05 27.090
4.2342 5.288233e-05 27.092
4.2348 5.335700e-05 27.082
4.2354 5.320142e-05 27.085
4.2360 5.309115e-05 27.087
4.2367 5.342746e-05 27.081
4.2373 5.312776e-05 27.087
4.2379 5.291713e-05 27.091
4.2386 5.310663e-05 27.087
4.2392 5.280220e-05 27.093
4.2398 5.279599e-05 27.093
4.2405 5.323735e-05 27.084
4.2411 5.297932e-05 27.090
4.2417 5.293407e-05 27.091
4.2424 5.320563e-05 27.085
4.2430 5.288900e-05 27.092
4.2436 5.280967e-05 27.093
4.2442 5.316563e-05 27.086
4.2449 5.272454e-05 27.095
4.2455 5.232428e-05 27.103
4.2461 5.219759e-05 27.106
4.2468 5.274312e-05 27.095
4.2474 5.288588e-05 27.092
4.2480 5.324350e-05 27.084
4.2486 5.302822e-05 27.089
4.2493 5.298945e-05 27.090
4.2499 5.339161e-05 27.081
4.2505 5.321697e-05 27.085
4.2512 5.308788e-05 27.088
4.2518 5.335351e-05 27.082
4.2524 5.317285e-05 27.086
4.2531 5.307828e-05 27.088
4.2537 5.321993e-05 27.085
4.2543 5.282536e-05 27.093
4.2550 5.269689e-05 27.096
4.2556 5.313738e-05 27.086
4.2562 5.287614e-05 27.092
4.2568 5.257699e-05 27.098
4.2575 5.276351e-05 27.094
4.2581 5.258592e-05 27.098
4.2587 5.260013e-05 27.098
4.2594 5.299477e-05 27.089
4.2600 5.284322e-05 27.093
4.2606 5.277876e-05 27.094
4.2613 5.313674e-05 27.087
4.2619 5.292817e-05 27.091
4.2625 5.277735e-05 27.094
4.2631 5.298783e-05 27.090
4.2638 5.269641e-05 27.096
4.2644 5.263311e-05 27.097
4.2650 5.305238e-05 27.088
4.2657 5.286107e-05 27.092
4.2663 5.289851e-05 27.091
4.2669 5.264982e-05 27.097
4.2675 5.277453e-05 27.094
4.2682 5.277625e-05 27.094
4.2688 5.312369e-05 27.087
4.2694 5.296409e-05 27.090
4.2701 5.290356e-05 27.091
4.2707 5.293722e-05 27.091
4.2713 5.222573e-05 27.105
4.2720 5.201372e-05 27.110
4.2726 5.265054e-05 27.096
4.2732 5.183884e-05 27.113
4.2739 5.264075e-05 27.097
4.2745 5.312514e-05 27.087
4.2751 5.267732e-05 27.096
4.2757 5.254641e-05 27.099
4.2764 5.305850e-05 27.088
4.2770 5.297029e-05 27.090
4.2776 5.285693e-05 27.092
4.2783 5.307348e-05 27.088
4.2789 5.272034e-05 27.095
4.2795 5.273426e-05 27.095
4.2801 5.337128e-05 27.082
4.2808 5.303022e-05 27.089
4.2814 5.276236e-05 27.094
4.2820 5.305198e-05 27.088
4.2827 5.289164e-05 27.092
4.2833 5.279877e-05 27.093
4.2839 5.302617e-05 27.089
4.2846 5.251003e-05 27.099
4.2852 5.117950e-05 27.127
4.2858 5.230337e-05 27.104
4.2865 5.262148e-05 27.097
4.2871 5.280345e-05 27.093
4.2877 5.303076e-05 27.089
4.2883 5.263998e-05 27.097
4.2890 5.255225e-05 27.099
4.2896 5.291855e-05 27.091
4.2902 5.276424e-05 27.094
4.2909 5.283182e-05 27.093
4.2915 5.326917e-05 27.084
4.2921 5.305080e-05 27.088
4.2927 5.289781e-05 27.091
4.2934 5.314894e-05 27.086
4.2940 5.280371e-05 27.093
4.2946 5.236838e-05 27.102
4.2953 5.199580e-05 27.110
4.2959 5.137065e-05 27.123
4.2965 5.164234e-05 27.117
4.2972 5.267072e-05 27.096
4.2978 5.283733e-05 27.093
4.2984 5.260854e-05 27.097
4.2991 5.263960e-05 27.097
4.2997 5.246083e-05 27.100
4.3003 5.272474e-05 27.095
4.3009 5.329690e-05 27.083
4.3016 5.306934e-05 27.088
4.3022 5.290700e-05 27.091
4.3028 5.319694e-05 27.085
4.3035 5.291322e-05 27.091
4.3041 5.273171e-05 27.095
4.3047 5.296025e-05 27.090
4.3053 5.269481e-05 27.096
4.3060 5.264580e-05 27.097
4.3066 5.307050e-05 27.088
4.3072 5.290854e-05 27.091
4.3079 5.275814e-05 27.094
4.3085 5.295441e-05 27.090
4.3091 5.266015e-05 27.096
4.3098 5.265749e-05 27.096
4.3104 5.310709e-05 27.087
4.3110 5.290430e-05 27.091
4.3117 5.213671e-05 27.107
4.3123 5.212667e-05 27.107
4.3129 5.172907e-05 27.116
4.3135 5.148085e-05 27.121
4.3142 5.196877e-05 27.111
4.3148 5.204152e-05 27.109
4.3154 5.230155e-05 27.104
4.3161 5.277803e-05 27.094
4.3167 5.261814e-05 27.097
4.3173 5.252964e-05 27.099
4.3179 5.238710e-05 27.102
4.3186 5.169407e-05 27.116
4.3192 5.181458e-05 27.114
4.3198 5.265658e-05 27.096
4.3205 5.267622e-05 27.096
4.3211 5.239013e-05 27.102
4.3217 5.259494e-05 27.098
4.3224 5.257751e-05 27.098
4.3230 5.255750e-05 27.098
4.3236 5.283378e-05 27.093
4.3243 5.256394e-05 27.098
4.3249 5.255194e-05 27.099
4.3255 5.281232e-05 27.093
4.3261 5.255675e-05 27.098
4.3268 5.256003e-05 27.098
4.3274 5.297866e-05 27.090
4.3280 5.275975e-05 27.094
4.3287 5.263795e-05 27.097
4.3293 5.294391e-05 27.090
4.3299 5.258829e-05 27.098
4.3305 5.236069e-05 27.102
4.3312 5.261379e-05 27.097
4.3318 5.239466e-05 27.102
4.3324 5.237565e-05 27.102
4.3331 5.243582e-05 27.101
4.3337 5.179653e-05 27.114
4.3343 5.184006e-05 27.113
4.3350 5.255728e-05 27.098
4.3356 5.264762e-05 27.097
4.3362 5.149650e-05 27.121
4.3369 5.268116e-05 27.096
4.3375 5.272313e-05 27.095
4.3381 5.263179e-05 27.097
4.3387 5.271350e-05 27.095
4.3394 5.225193e-05 27.105
4.3400 5.216571e-05 27.107
4.3406 5.267227e-05 27.096
4.3413 5.260640e-05 27.097
4.3419 5.258556e-05 27.098
4.3425 5.294439e-05 27.090
4.3431 5.267467e-05 27.096
4.3438 5.256608e-05 27.098
4.3444 5.287150e-05 27.092
4.3450 5.267152e-05 27.096
4.3457 5.256724e-05 27.098
4.3463 5.297284e-05 27.090
4.3469 5.273524e-05 27.095
4.3476 5.266922e-05 27.096
4.3482 5.288134e-05 27.092
4.3488 5.219012e-05 27.106
4.3495 5.184463e-05 27.113
4.3501 5.220412e-05 27.106
4.3507 5.207882e-05 27.108
4.3513 5.221640e-05 27.105
4.3520 5.268074e-05 27.096
4.3526 5.247382e-05 27.100
4.3532 5.229142e-05 27.104
4.3539 5.235360e-05 27.103
4.3545 5.207161e-05 27.108
4.3551 5.222788e-05 27.105
4.3557 5.195593e-05 27.111
4.3564 5.235947e-05 27.103
4.3570 5.240140e-05 27.102
4.3576 5.271317e-05 27.095
4.3583 5.247235e-05 27.100
4.3589 5.249095e-05 27.100
4.3595 5.277336e-05 27.094
4.3602 5.235264e-05 27.103
4.3608 5.196600e-05 27.111
4.3614 5.195177e-05 27.111
4.3620 5.179681e-05 27.114
4.3627 5.201760e-05 27.110
4.3633 5.250278e-05 27.100
4.3639 5.243384e-05 27.101
4.3646 5.253535e-05 27.099
4.3652 5.277327e-05 27.094
4.3658 5.235955e-05 27.103
4.3665 5.221111e-05 27.106
4.3671 5.249329e-05 27.100
4.3677 5.212131e-05 27.107
4.3684 5.200007e-05 27.110
4.3690 5.236177e-05 27.102
4.3696 5.199195e-05 27.110
4.3702 5.190206e-05 27.112
4.3709 5.232748e-05 27.103
4.3715 5.075503e-05 27.136
4.3721 5.183789e-05 27.113
4.3728 5.224617e-05 27.105
4.3734 5.220982e-05 27.106
4.3740 5.232377e-05 27.103
4.3746 5.265262e-05 27.096
4.3753 5.229326e-05 27.104
4.3759 5.197845e-05 27.110
4.3765 5.185445e-05 27.113
4.3772 5.153162e-05 27.120
4.3778 5.170511e-05 27.116
4.3784 5.207902e-05 27.108
4.3791 5.175070e-05 27.115
4.3797 5.051212e-05 27.142
4.3803 5.130355e-05 27.125
4.3810 5.145391e-05 27.121
4.3816 5.180461e-05 27.114
4.3822 5.232421e-05 27.103
4.3828 5.197559e-05 27.111
4.3835 5.199300e-05 27.110
4.3841 5.254884e-05 27.099
4.3847 5.220049e-05 27.106
4.3854 5.196808e-05 27.111
4.3860 5.226236e-05 27.105
4.3866 5.211944e-05 27.108
4.3872 5.223781e-05 27.105
4.3879 5.249537e-05 27.100
4.3885 5.203825e-05 27.109
4.3891 5.195486e-05 27.111
4.3898 5.243391e-05 27.101
4.3904 5.234238e-05 27.103
4.3910 5.226701e-05 27.104
4.3917 5.251860e-05 27.099
4.3923 5.231099e-05 27.104
4.3929 5.136232e-05 27.123
4.3936 5.234143e-05 27.103
4.3942 5.227967e-05 27.104
4.3948 5.216903e-05 27.106
4.3954 5.220076e-05 27.106
4.3961 5.181887e-05 27.114
4.3967 5.187090e-05 27.113
4.3973 5.228681e-05 27.104
4.3980 5.218455e-05 27.106
4.3986 5.225035e-05 27.105
4.3992 5.242979e-05 27.101
4.3998 5.209180e-05 27.108
4.4005 5.219551e-05 27.106
4.4011 5.261616e-05 27.097
4.4017 5.243130e-05 27.101
4.4024 5.247513e-05 27.100
4.4030 5.268694e-05 27.096
4.4036 5.124460e-05 27.126
4.4043 5.199102e-05 27.110
4.4049 5.243025e-05 27.101
4.4055 5.229845e-05 27.104
4.4062 5.254497e-05 27.099
4.4068 5.299171e-05 27.089
4.4074 5.292365e-05 27.091
4.4080 5.344529e-05 27.080
4.4087 5.468932e-05 27.055
4.4093 5.548148e-05 27.040
4.4099 5.585084e-05 27.032
4.4106 5.570562e-05 27.035
4.4112 5.460372e-05 27.057
4.4118 5.375700e-05 27.074
4.4124 5.343594e-05 27.080
4.4131 5.279775e-05 27.093
4.4137 5.261881e-05 27.097
4.4143 5.300521e-05 27.089
4.4150 5.320901e-05 27.085
4.4156 5.389283e-05 27.071
4.4162 5.518642e-05 27.045
4.4169 5.635537e-05 27.023
4.4175 5.782036e-05 26.995
4.4181 5.900191e-05 26.973
4.4188 5.801231e-05 26.991
4.4194 5.714386e-05 27.008
4.4200 5.604721e-05 27.029
4.4206 5.412596e-05 27.066
4.4213 5.303172e-05 27.089
4.4219 5.276650e-05 27.094
4.4225 5.214277e-05 27.107
4.4232 5.201856e-05 27.110
4.4238 5.246783e-05 27.100
4.4244 5.227346e-05 27.104
4.4250 5.231123e-05 27.104
4.4257 5.264963e-05 27.097
4.4263 5.246747e-05 27.100
4.4269 5.254602e-05 27.099
4.4276 5.213762e-05 27.107
4.4282 5.242964e-05 27.101
4.4288 5.241906e-05 27.101
4.4295 5.273167e-05 27.095
4.4301 5.251403e-05 27.099
4.4307 5.256175e-05 27.098
4.4314 5.278562e-05 27.094
4.4320 5.252331e-05 27.099
4.4326 5.261015e-05 27.097
4.4332 5.286869e-05 27.092
4.4339 5.236576e-05 27.102
4.4345 5.199447e-05 27.110
4.4351 5.206583e-05 27.109
4.4358 5.190190e-05 27.112
4.4364 5.218504e-05 27.106
4.4370 5.186120e-05 27.113
4.4376 5.212408e-05 27.107
4.4383 5.244380e-05 27.101
4.4389 5.280084e-05 27.093
4.4395 5.240214e-05 27.102
4.4402 5.216980e-05 27.106
4.4408 5.224613e-05 27.105
4.4414 5.185935e-05 27.113
4.4421 5.170233e-05 27.116
4.4427 5.195287e-05 27.111
4.4433 5.175021e-05 27.115
4.4440 5.197259e-05 27.111
4.4446 5.250570e-05 27.099
4.4452 5.236364e-05 27.102
4.4458 5.245416e-05 27.101
4.4465 5.273680e-05 27.095
4.4471 5.234047e-05 27.103
4.4477 5.210205e-05 27.108
4.4484 5.230378e-05 27.104
4.4490 5.221911e-05 27.105
4.4496 5.233501e-05 27.103
4.4502 5.242474e-05 27.101
4.4509 5.196090e-05 27.111
4.4515 5.216128e-05 27.107
4.4521 5.282001e-05 27.093
4.4528 5.275943e-05 27.094
4.4534 5.291573e-05 27.091
4.4540 5.326040e-05 27.084
4.4547 5.291710e-05 27.091
4.4553 5.283904e-05 27.093
4.4559 5.285710e-05 27.092
4.4566 5.243936e-05 27.101
4.4572 5.188592e-05 27.112
4.4578 5.254365e-05 27.099
4.4584 5.217229e-05 27.106
4.4591 5.184081e-05 27.113
4.4597 5.199205e-05 27.110
4.4603 5.187783e-05 27.113
4.4610 5.211935e-05 27.108
4.4616 5.261183e-05 27.097
4.4622 5.242141e-05 27.101
4.4629 5.248318e-05 27.100
4.4635 5.271542e-05 27.095
4.4641 5.238612e-05 27.102
4.4647 5.232655e-05 27.103
4.4654 5.248753e-05 27.100
4.4660 5.215786e-05 27.107
4.4666 5.230622e-05 27.104
4.4673 5.267941e-05 27.096
4.4679 5.242157e-05 27.101
4.4685 5.237916e-05 27.102
4.4691 5.180692e-05 27.114
4.4698 5.225833e-05 27.105
4.4704 5.246835e-05 27.100
4.4710 5.279197e-05 27.094
4.4717 5.250343e-05 27.100
4.4723 5.244979e-05 27.101
4.4729 5.265251e-05 27.096
4.4736 5.239361e-05 27.102
4.4742 5.228470e-05 27.104
4.4748 5.226581e-05 27.104
4.4755 5.187623e-05 27.113
4.4761 5.215421e-05 27.107
4.4767 5.267530e-05 27.096
4.4773 5.245137e-05 27.101
4.4780 5.250723e-05 27.099
4.4786 5.274465e-05 27.095
4.4792 5.206648e-05 27.109
4.4799 5.166851e-05 27.117
4.4805 5.203159e-05 27.109
4.4811 5.214241e-05 27.107
4.4817 5.256878e-05 27.098
4.4824 5.297482e-05 27.090
4.4830 5.263292e-05 27.097
4.4836 5.252217e-05 27.099
4.4843 5.260437e-05 27.097
4.4849 5.213790e-05 27.107
4.4855 5.213314e-05 27.107
4.4862 5.229393e-05 27.104
4.4868 5.209502e-05 27.108
4.4874 5.219184e-05 27.106
4.4881 5.227251e-05 27.104
4.4887 5.205564e-05 27.109
4.4893 5.232959e-05 27.103
4.4899 5.278071e-05 27.094
4.4906 5.249614e-05 27.100
4.4912 5.246066e-05 27.100
4.4918 5.266693e-05 27.096
4.4925 5.128858e-05 27.125
4.4931 5.210241e-05 27.108
4.4937 5.240905e-05 27.101
4.4943 5.185361e-05 27.113
4.4950 5.193198e-05 27.111
4.4956 5.250518e-05 27.099
4.4962 5.237484e-05 27.102
4.4969 5.253285e-05 27.099
4.4975 5.291752e-05 27.091
4.4981 5.262586e-05 27.097
4.4988 5.269085e-05 27.096
4.4994 5.289648e-05 27.091
4.5000 5.246034e-05 27.100
4.5007 5.228122e-05 27.104
4.5013 5.222320e-05 27.105
4.5019 5.183609e-05 27.113
4.5025 5.205165e-05 27.109
4.5032 5.206917e-05 27.109
4.5038 5.232771e-05 27.103
4.5044 5.248202e-05 27.100
4.5051 5.277162e-05 27.094
4.5057 5.242897e-05 27.101
4.5063 5.218292e-05 27.106
4.5069 5.203250e-05 27.109
4.5076 5.175539e-05 27.115
4.5082 5.223667e-05 27.105
4.5088 5.279986e-05 27.093
4.5095 5.258111e-05 27.098
4.5101 5.262490e-05 27.097
4.5107 5.284286e-05 27.093
4.5114 5.252240e-05 27.099
4.5120 5.258735e-05 27.098
4.5126 5.285111e-05 27.092
4.5133 5.237856e-05 27.102
4.5139 5.197011e-05 27.111
